filename,timestamp,date,top_level_role,cv_validation_fold
solar_Tue_Jun_13_14__43__45_2017_L_0.367139541344_I_0.437596078431.jpg,2017-06-13T14:43:45,2017-06-13,model_development,1
solar_Tue_Jun_13_14__43__55_2017_L_0.111703838223_I_0.414611764706.jpg,2017-06-13T14:43:55,2017-06-13,model_development,1
solar_Tue_Jun_13_14__43__9_2017_L_0.166555215336_I_0.334270588235.jpg,2017-06-13T14:43:09,2017-06-13,model_development,1
solar_Tue_Jun_13_14__44__15_2017_L_0.221277756677_I_0.73308627451.jpg,2017-06-13T14:44:15,2017-06-13,model_development,1
solar_Tue_Jun_13_14__44__25_2017_L_0.254637080135_I_0.760282352941.jpg,2017-06-13T14:44:25,2017-06-13,model_development,1
solar_Tue_Jun_13_14__44__35_2017_L_0.271339441174_I_0.756768627451.jpg,2017-06-13T14:44:35,2017-06-13,model_development,1
solar_Tue_Jun_13_14__44__45_2017_L_0.256723538112_I_0.752988235294.jpg,2017-06-13T14:44:45,2017-06-13,model_development,1
solar_Tue_Jun_13_14__44__55_2017_L_0.256796898866_I_0.74457254902.jpg,2017-06-13T14:44:55,2017-06-13,model_development,1
solar_Tue_Jun_13_14__45__11_2017_L_0.583121945512_I_0.737423529412.jpg,2017-06-13T14:45:11,2017-06-13,model_development,1
solar_Tue_Jun_13_14__45__16_2017_L_0.583121945512_I_0.737423529412.jpg,2017-06-13T14:45:16,2017-06-13,model_development,1
solar_Tue_Jun_13_14__45__21_2017_L_0.258068427397_I_0.549831372549.jpg,2017-06-13T14:45:21,2017-06-13,model_development,1
solar_Tue_Jun_13_14__45__26_2017_L_0.258068427397_I_0.549831372549.jpg,2017-06-13T14:45:26,2017-06-13,model_development,1
solar_Tue_Jun_13_14__45__41_2017_L_0.670124889108_I_0.738223529412.jpg,2017-06-13T14:45:41,2017-06-13,model_development,1
solar_Tue_Jun_13_14__45__46_2017_L_0.670124889108_I_0.738223529412.jpg,2017-06-13T14:45:46,2017-06-13,model_development,1
solar_Tue_Jun_13_14__45__51_2017_L_0.710307621916_I_0.737090196078.jpg,2017-06-13T14:45:51,2017-06-13,model_development,1
solar_Tue_Jun_13_14__45__56_2017_L_0.710307621916_I_0.737090196078.jpg,2017-06-13T14:45:56,2017-06-13,model_development,1
solar_Tue_Jun_13_14__45__6_2017_L_0.23253907443_I_0.73188627451.jpg,2017-06-13T14:45:06,2017-06-13,model_development,1
solar_Tue_Jun_13_14__46__11_2017_L_0.350735152134_I_0.284321568627.jpg,2017-06-13T14:46:11,2017-06-13,model_development,1
solar_Tue_Jun_13_14__46__16_2017_L_0.350735152134_I_0.284321568627.jpg,2017-06-13T14:46:16,2017-06-13,model_development,1
solar_Tue_Jun_13_14__46__1_2017_L_0.265427387702_I_0.287749019608.jpg,2017-06-13T14:46:01,2017-06-13,model_development,1
solar_Tue_Jun_13_14__46__21_2017_L_0.465000786084_I_0.424043137255.jpg,2017-06-13T14:46:21,2017-06-13,model_development,1
solar_Tue_Jun_13_14__46__26_2017_L_0.465000786084_I_0.424043137255.jpg,2017-06-13T14:46:26,2017-06-13,model_development,1
solar_Tue_Jun_13_14__46__31_2017_L_0.244869234656_I_0.325984313725.jpg,2017-06-13T14:46:31,2017-06-13,model_development,1
solar_Tue_Jun_13_14__46__37_2017_L_0.244869234656_I_0.325984313725.jpg,2017-06-13T14:46:37,2017-06-13,model_development,1
solar_Tue_Jun_13_14__46__52_2017_L_0.0950551788703_I_0.691156862745.jpg,2017-06-13T14:46:52,2017-06-13,model_development,1
solar_Tue_Jun_13_14__46__57_2017_L_0.0950551788703_I_0.691156862745.jpg,2017-06-13T14:46:57,2017-06-13,model_development,1
solar_Tue_Jun_13_14__46__6_2017_L_0.265427387702_I_0.287749019608.jpg,2017-06-13T14:46:06,2017-06-13,model_development,1
solar_Tue_Jun_13_14__47__12_2017_L_0.141724778281_I_0.71588627451.jpg,2017-06-13T14:47:12,2017-06-13,model_development,1
solar_Tue_Jun_13_14__47__17_2017_L_0.141724778281_I_0.71588627451.jpg,2017-06-13T14:47:17,2017-06-13,model_development,1
solar_Tue_Jun_13_14__47__22_2017_L_0.146537780385_I_0.71522745098.jpg,2017-06-13T14:47:22,2017-06-13,model_development,1
solar_Tue_Jun_13_14__47__27_2017_L_0.146537780385_I_0.71522745098.jpg,2017-06-13T14:47:27,2017-06-13,model_development,1
solar_Tue_Jun_13_14__47__2_2017_L_0.155776689939_I_0.733.jpg,2017-06-13T14:47:02,2017-06-13,model_development,1
solar_Tue_Jun_13_14__47__32_2017_L_0.148503838148_I_0.712149019608.jpg,2017-06-13T14:47:32,2017-06-13,model_development,1
solar_Tue_Jun_13_14__47__37_2017_L_0.148503838148_I_0.712149019608.jpg,2017-06-13T14:47:37,2017-06-13,model_development,1
solar_Tue_Jun_13_14__47__42_2017_L_0.14569726866_I_0.709125490196.jpg,2017-06-13T14:47:42,2017-06-13,model_development,1
solar_Tue_Jun_13_14__47__47_2017_L_0.14569726866_I_0.709125490196.jpg,2017-06-13T14:47:47,2017-06-13,model_development,1
solar_Tue_Jun_13_14__47__52_2017_L_0.239833592768_I_0.707925490196.jpg,2017-06-13T14:47:52,2017-06-13,model_development,1
solar_Tue_Jun_13_14__47__58_2017_L_0.239833592768_I_0.707925490196.jpg,2017-06-13T14:47:58,2017-06-13,model_development,1
solar_Tue_Jun_13_14__47__7_2017_L_0.155776689939_I_0.733.jpg,2017-06-13T14:47:07,2017-06-13,model_development,1
solar_Tue_Jun_13_14__48__13_2017_L_0.510860699241_I_0.701937254902.jpg,2017-06-13T14:48:13,2017-06-13,model_development,1
solar_Tue_Jun_13_14__48__18_2017_L_0.510860699241_I_0.701937254902.jpg,2017-06-13T14:48:18,2017-06-13,model_development,1
solar_Tue_Jun_13_14__48__23_2017_L_0.123447074976_I_0.702658823529.jpg,2017-06-13T14:48:23,2017-06-13,model_development,1
solar_Tue_Jun_13_14__48__28_2017_L_0.123447074976_I_0.702658823529.jpg,2017-06-13T14:48:28,2017-06-13,model_development,1
solar_Tue_Jun_13_14__48__33_2017_L_0.122337702802_I_0.704831372549.jpg,2017-06-13T14:48:33,2017-06-13,model_development,1
solar_Tue_Jun_13_14__48__38_2017_L_0.122337702802_I_0.704831372549.jpg,2017-06-13T14:48:38,2017-06-13,model_development,1
solar_Tue_Jun_13_14__48__3_2017_L_0.134016340584_I_0.699329411765.jpg,2017-06-13T14:48:03,2017-06-13,model_development,1
solar_Tue_Jun_13_14__48__43_2017_L_0.137210703685_I_0.702854901961.jpg,2017-06-13T14:48:43,2017-06-13,model_development,1
solar_Tue_Jun_13_14__48__48_2017_L_0.137210703685_I_0.702854901961.jpg,2017-06-13T14:48:48,2017-06-13,model_development,1
solar_Tue_Jun_13_14__48__53_2017_L_0.121104036801_I_0.705858823529.jpg,2017-06-13T14:48:53,2017-06-13,model_development,1
solar_Tue_Jun_13_14__48__58_2017_L_0.121104036801_I_0.705858823529.jpg,2017-06-13T14:48:58,2017-06-13,model_development,1
solar_Tue_Jun_13_14__48__8_2017_L_0.134016340584_I_0.699329411765.jpg,2017-06-13T14:48:08,2017-06-13,model_development,1
solar_Tue_Jun_13_14__49__13_2017_L_0.121528395941_I_0.704878431373.jpg,2017-06-13T14:49:13,2017-06-13,model_development,1
solar_Tue_Jun_13_14__49__18_2017_L_0.121528395941_I_0.704878431373.jpg,2017-06-13T14:49:18,2017-06-13,model_development,1
solar_Tue_Jun_13_14__49__23_2017_L_0.120622330351_I_0.706011764706.jpg,2017-06-13T14:49:23,2017-06-13,model_development,1
solar_Tue_Jun_13_14__49__28_2017_L_0.120622330351_I_0.706011764706.jpg,2017-06-13T14:49:28,2017-06-13,model_development,1
solar_Tue_Jun_13_14__49__33_2017_L_0.116908803022_I_0.705862745098.jpg,2017-06-13T14:49:33,2017-06-13,model_development,1
solar_Tue_Jun_13_14__49__38_2017_L_0.116908803022_I_0.705862745098.jpg,2017-06-13T14:49:38,2017-06-13,model_development,1
solar_Tue_Jun_13_14__49__3_2017_L_0.113221027719_I_0.702564705882.jpg,2017-06-13T14:49:03,2017-06-13,model_development,1
solar_Tue_Jun_13_14__49__43_2017_L_0.115016240526_I_0.706294117647.jpg,2017-06-13T14:49:43,2017-06-13,model_development,1
solar_Tue_Jun_13_14__49__48_2017_L_0.115016240526_I_0.706294117647.jpg,2017-06-13T14:49:48,2017-06-13,model_development,1
solar_Tue_Jun_13_14__49__53_2017_L_0.124646927857_I_0.708070588235.jpg,2017-06-13T14:49:53,2017-06-13,model_development,1
solar_Tue_Jun_13_14__49__58_2017_L_0.124646927857_I_0.708070588235.jpg,2017-06-13T14:49:58,2017-06-13,model_development,1
solar_Tue_Jun_13_14__49__8_2017_L_0.113221027719_I_0.702564705882.jpg,2017-06-13T14:49:08,2017-06-13,model_development,1
solar_Tue_Jun_13_14__4__29_2017_L_0.0235268558868_I_0.306866666667.jpg,2017-06-13T14:04:29,2017-06-13,model_development,1
solar_Tue_Jun_13_14__4__40_2017_L_0.137034142529_I_0.321145098039.jpg,2017-06-13T14:04:40,2017-06-13,model_development,1
solar_Tue_Jun_13_14__4__45_2017_L_0.086793012347_I_0.290933333333.jpg,2017-06-13T14:04:45,2017-06-13,model_development,1
solar_Tue_Jun_13_14__4__50_2017_L_0.086793012347_I_0.290933333333.jpg,2017-06-13T14:04:50,2017-06-13,model_development,1
solar_Tue_Jun_13_14__4__55_2017_L_0.061953210163_I_0.280603921569.jpg,2017-06-13T14:04:55,2017-06-13,model_development,1
solar_Tue_Jun_13_14__4__9_2017_L_0.0243272830479_I_0.290160784314.jpg,2017-06-13T14:04:09,2017-06-13,model_development,1
solar_Tue_Jun_13_14__50__19_2017_L_0.127008462468_I_0.713647058824.jpg,2017-06-13T14:50:19,2017-06-13,model_development,1
solar_Tue_Jun_13_14__50__29_2017_L_0.128474626166_I_0.719360784314.jpg,2017-06-13T14:50:29,2017-06-13,model_development,1
solar_Tue_Jun_13_14__50__39_2017_L_0.126773097752_I_0.722674509804.jpg,2017-06-13T14:50:39,2017-06-13,model_development,1
solar_Tue_Jun_13_14__50__49_2017_L_0.122278918006_I_0.724733333333.jpg,2017-06-13T14:50:49,2017-06-13,model_development,1
solar_Tue_Jun_13_14__50__59_2017_L_0.426450684713_I_0.735960784314.jpg,2017-06-13T14:50:59,2017-06-13,model_development,1
solar_Tue_Jun_13_14__50__9_2017_L_0.12588432162_I_0.710082352941.jpg,2017-06-13T14:50:09,2017-06-13,model_development,1
solar_Tue_Jun_13_14__51__35_2017_L_0.575981199483_I_0.619090196078.jpg,2017-06-13T14:51:35,2017-06-13,model_development,1
solar_Tue_Jun_13_14__51__45_2017_L_0.500427779947_I_0.47211372549.jpg,2017-06-13T14:51:45,2017-06-13,model_development,1
solar_Tue_Jun_13_14__51__55_2017_L_0.201574169188_I_0.282501960784.jpg,2017-06-13T14:51:55,2017-06-13,model_development,1
solar_Tue_Jun_13_14__51__9_2017_L_0.461176204383_I_0.554592156863.jpg,2017-06-13T14:51:09,2017-06-13,model_development,1
solar_Tue_Jun_13_14__52__15_2017_L_0.147927492086_I_0.262635294118.jpg,2017-06-13T14:52:15,2017-06-13,model_development,1
solar_Tue_Jun_13_14__52__25_2017_L_0.132235124674_I_0.261388235294.jpg,2017-06-13T14:52:25,2017-06-13,model_development,1
solar_Tue_Jun_13_14__52__35_2017_L_0.131452707799_I_0.259960784314.jpg,2017-06-13T14:52:35,2017-06-13,model_development,1
solar_Tue_Jun_13_14__52__45_2017_L_0.114149587839_I_0.259274509804.jpg,2017-06-13T14:52:45,2017-06-13,model_development,1
solar_Tue_Jun_13_14__52__51_2017_L_0.123693639893_I_0.262666666667.jpg,2017-06-13T14:52:51,2017-06-13,model_development,1
solar_Tue_Jun_13_14__52__56_2017_L_0.123693639893_I_0.262666666667.jpg,2017-06-13T14:52:56,2017-06-13,model_development,1
solar_Tue_Jun_13_14__52__5_2017_L_0.144756928135_I_0.267168627451.jpg,2017-06-13T14:52:05,2017-06-13,model_development,1
solar_Tue_Jun_13_14__53__11_2017_L_0.0988130262757_I_0.270584313725.jpg,2017-06-13T14:53:11,2017-06-13,model_development,1
solar_Tue_Jun_13_14__53__16_2017_L_0.0988130262757_I_0.270584313725.jpg,2017-06-13T14:53:16,2017-06-13,model_development,1
solar_Tue_Jun_13_14__53__1_2017_L_0.108630667511_I_0.266309803922.jpg,2017-06-13T14:53:01,2017-06-13,model_development,1
solar_Tue_Jun_13_14__53__41_2017_L_0.469591618559_I_0.458529411765.jpg,2017-06-13T14:53:41,2017-06-13,model_development,1
solar_Tue_Jun_13_14__53__46_2017_L_0.469591618559_I_0.458529411765.jpg,2017-06-13T14:53:46,2017-06-13,model_development,1
solar_Tue_Jun_13_14__53__51_2017_L_0.177892826644_I_0.293898039216.jpg,2017-06-13T14:53:51,2017-06-13,model_development,1
solar_Tue_Jun_13_14__53__56_2017_L_0.177892826644_I_0.293898039216.jpg,2017-06-13T14:53:56,2017-06-13,model_development,1
solar_Tue_Jun_13_14__53__6_2017_L_0.108630667511_I_0.266309803922.jpg,2017-06-13T14:53:06,2017-06-13,model_development,1
solar_Tue_Jun_13_14__54__11_2017_L_0.1248188869_I_0.276070588235.jpg,2017-06-13T14:54:11,2017-06-13,model_development,1
solar_Tue_Jun_13_14__54__16_2017_L_0.1248188869_I_0.276070588235.jpg,2017-06-13T14:54:16,2017-06-13,model_development,1
solar_Tue_Jun_13_14__54__1_2017_L_0.141444170483_I_0.278333333333.jpg,2017-06-13T14:54:01,2017-06-13,model_development,1
solar_Tue_Jun_13_14__54__22_2017_L_0.137787439477_I_0.277807843137.jpg,2017-06-13T14:54:22,2017-06-13,model_development,1
solar_Tue_Jun_13_14__54__27_2017_L_0.137787439477_I_0.277807843137.jpg,2017-06-13T14:54:27,2017-06-13,model_development,1
solar_Tue_Jun_13_14__54__32_2017_L_0.129807150107_I_0.278180392157.jpg,2017-06-13T14:54:32,2017-06-13,model_development,1
solar_Tue_Jun_13_14__54__37_2017_L_0.129807150107_I_0.278180392157.jpg,2017-06-13T14:54:37,2017-06-13,model_development,1
solar_Tue_Jun_13_14__54__42_2017_L_0.120361901814_I_0.278701960784.jpg,2017-06-13T14:54:42,2017-06-13,model_development,1
solar_Tue_Jun_13_14__54__47_2017_L_0.120361901814_I_0.278701960784.jpg,2017-06-13T14:54:47,2017-06-13,model_development,1
solar_Tue_Jun_13_14__54__52_2017_L_0.0537016852519_I_0.280635294118.jpg,2017-06-13T14:54:52,2017-06-13,model_development,1
solar_Tue_Jun_13_14__54__57_2017_L_0.0537016852519_I_0.280635294118.jpg,2017-06-13T14:54:57,2017-06-13,model_development,1
solar_Tue_Jun_13_14__54__6_2017_L_0.141444170483_I_0.278333333333.jpg,2017-06-13T14:54:06,2017-06-13,model_development,1
solar_Tue_Jun_13_14__55__12_2017_L_0.126392064521_I_0.344741176471.jpg,2017-06-13T14:55:12,2017-06-13,model_development,1
solar_Tue_Jun_13_14__55__17_2017_L_0.126392064521_I_0.344741176471.jpg,2017-06-13T14:55:17,2017-06-13,model_development,1
solar_Tue_Jun_13_14__55__22_2017_L_0.445400283635_I_0.503270588235.jpg,2017-06-13T14:55:22,2017-06-13,model_development,1
solar_Tue_Jun_13_14__55__27_2017_L_0.445400283635_I_0.503270588235.jpg,2017-06-13T14:55:27,2017-06-13,model_development,1
solar_Tue_Jun_13_14__55__32_2017_L_0.147634672898_I_0.323878431373.jpg,2017-06-13T14:55:32,2017-06-13,model_development,1
solar_Tue_Jun_13_14__55__37_2017_L_0.147634672898_I_0.323878431373.jpg,2017-06-13T14:55:37,2017-06-13,model_development,1
solar_Tue_Jun_13_14__55__42_2017_L_0.118073130291_I_0.314560784314.jpg,2017-06-13T14:55:42,2017-06-13,model_development,1
solar_Tue_Jun_13_14__55__48_2017_L_0.118073130291_I_0.314560784314.jpg,2017-06-13T14:55:48,2017-06-13,model_development,1
solar_Tue_Jun_13_14__55__53_2017_L_0.0379098751159_I_0.308678431373.jpg,2017-06-13T14:55:53,2017-06-13,model_development,1
solar_Tue_Jun_13_14__55__58_2017_L_0.0379098751159_I_0.308678431373.jpg,2017-06-13T14:55:58,2017-06-13,model_development,1
solar_Tue_Jun_13_14__56__23_2017_L_0.198091267953_I_0.585133333333.jpg,2017-06-13T14:56:23,2017-06-13,model_development,1
solar_Tue_Jun_13_14__56__28_2017_L_0.198091267953_I_0.585133333333.jpg,2017-06-13T14:56:28,2017-06-13,model_development,1
solar_Tue_Jun_13_14__56__43_2017_L_0.0866336900995_I_0.726203921569.jpg,2017-06-13T14:56:43,2017-06-13,model_development,1
solar_Tue_Jun_13_14__56__48_2017_L_0.0866336900995_I_0.726203921569.jpg,2017-06-13T14:56:48,2017-06-13,model_development,1
solar_Tue_Jun_13_14__56__53_2017_L_0.345384834754_I_0.742564705882.jpg,2017-06-13T14:56:53,2017-06-13,model_development,1
solar_Tue_Jun_13_14__56__58_2017_L_0.345384834754_I_0.742564705882.jpg,2017-06-13T14:56:58,2017-06-13,model_development,1
solar_Tue_Jun_13_14__57__13_2017_L_0.166302465819_I_0.656823529412.jpg,2017-06-13T14:57:13,2017-06-13,model_development,1
solar_Tue_Jun_13_14__57__18_2017_L_0.166302465819_I_0.656823529412.jpg,2017-06-13T14:57:18,2017-06-13,model_development,1
solar_Tue_Jun_13_14__57__29_2017_L_0.660298742138_I_0.698352941176.jpg,2017-06-13T14:57:29,2017-06-13,model_development,1
solar_Tue_Jun_13_14__57__39_2017_L_0.00229869164693_I_0.226898039216.jpg,2017-06-13T14:57:39,2017-06-13,model_development,1
solar_Tue_Jun_13_14__57__3_2017_L_0.338176082887_I_0.611654901961.jpg,2017-06-13T14:57:03,2017-06-13,model_development,1
solar_Tue_Jun_13_14__57__49_2017_L_0.145251991002_I_0.258023529412.jpg,2017-06-13T14:57:49,2017-06-13,model_development,1
solar_Tue_Jun_13_14__57__59_2017_L_0.13113131688_I_0.2536.jpg,2017-06-13T14:57:59,2017-06-13,model_development,1
solar_Tue_Jun_13_14__57__8_2017_L_0.338176082887_I_0.611654901961.jpg,2017-06-13T14:57:08,2017-06-13,model_development,1
solar_Tue_Jun_13_14__58__19_2017_L_0.0719714182741_I_0.250262745098.jpg,2017-06-13T14:58:19,2017-06-13,model_development,1
solar_Tue_Jun_13_14__58__29_2017_L_0.13828555762_I_0.257466666667.jpg,2017-06-13T14:58:29,2017-06-13,model_development,1
solar_Tue_Jun_13_14__58__39_2017_L_0.12593296241_I_0.260082352941.jpg,2017-06-13T14:58:39,2017-06-13,model_development,1
solar_Tue_Jun_13_14__58__45_2017_L_0.120177228296_I_0.257560784314.jpg,2017-06-13T14:58:45,2017-06-13,model_development,1
solar_Tue_Jun_13_14__58__55_2017_L_0.132314317127_I_0.256815686275.jpg,2017-06-13T14:58:55,2017-06-13,model_development,1
solar_Tue_Jun_13_14__58__9_2017_L_0.121944335555_I_0.250098039216.jpg,2017-06-13T14:58:09,2017-06-13,model_development,1
solar_Tue_Jun_13_14__59__15_2017_L_0.127359531088_I_0.24888627451.jpg,2017-06-13T14:59:15,2017-06-13,model_development,1
solar_Tue_Jun_13_14__59__25_2017_L_0.142081736909_I_0.245647058824.jpg,2017-06-13T14:59:25,2017-06-13,model_development,1
solar_Tue_Jun_13_14__59__35_2017_L_0.140064229903_I_0.236894117647.jpg,2017-06-13T14:59:35,2017-06-13,model_development,1
solar_Tue_Jun_13_14__59__45_2017_L_0.13235538979_I_0.235521568627.jpg,2017-06-13T14:59:45,2017-06-13,model_development,1
solar_Tue_Jun_13_14__59__55_2017_L_0.137136672851_I_0.228282352941.jpg,2017-06-13T14:59:55,2017-06-13,model_development,1
solar_Tue_Jun_13_14__59__5_2017_L_0.127804772369_I_0.253419607843.jpg,2017-06-13T14:59:05,2017-06-13,model_development,1
solar_Tue_Jun_13_14__5__0_2017_L_0.061953210163_I_0.280603921569.jpg,2017-06-13T14:05:00,2017-06-13,model_development,1
solar_Tue_Jun_13_14__5__10_2017_L_0.0774411249788_I_0.277756862745.jpg,2017-06-13T14:05:10,2017-06-13,model_development,1
solar_Tue_Jun_13_14__5__15_2017_L_0.0630111044159_I_0.273341176471.jpg,2017-06-13T14:05:15,2017-06-13,model_development,1
solar_Tue_Jun_13_14__5__20_2017_L_0.0630111044159_I_0.273341176471.jpg,2017-06-13T14:05:20,2017-06-13,model_development,1
solar_Tue_Jun_13_14__5__25_2017_L_0.0558944860845_I_0.269976470588.jpg,2017-06-13T14:05:25,2017-06-13,model_development,1
solar_Tue_Jun_13_14__5__30_2017_L_0.0558944860845_I_0.269976470588.jpg,2017-06-13T14:05:30,2017-06-13,model_development,1
solar_Tue_Jun_13_14__5__35_2017_L_0.0474422683426_I_0.26831372549.jpg,2017-06-13T14:05:35,2017-06-13,model_development,1
solar_Tue_Jun_13_14__5__40_2017_L_0.0474422683426_I_0.26831372549.jpg,2017-06-13T14:05:40,2017-06-13,model_development,1
solar_Tue_Jun_13_14__5__45_2017_L_0.078502714267_I_0.269454901961.jpg,2017-06-13T14:05:45,2017-06-13,model_development,1
solar_Tue_Jun_13_14__5__50_2017_L_0.078502714267_I_0.269454901961.jpg,2017-06-13T14:05:50,2017-06-13,model_development,1
solar_Tue_Jun_13_14__5__55_2017_L_0.06253023174_I_0.267541176471.jpg,2017-06-13T14:05:55,2017-06-13,model_development,1
solar_Tue_Jun_13_14__5__5_2017_L_0.0774411249788_I_0.277756862745.jpg,2017-06-13T14:05:05,2017-06-13,model_development,1
solar_Tue_Jun_13_14__6__16_2017_L_0.0489108764675_I_0.265549019608.jpg,2017-06-13T14:06:16,2017-06-13,model_development,1
solar_Tue_Jun_13_14__6__26_2017_L_0.0465771294732_I_0.264541176471.jpg,2017-06-13T14:06:26,2017-06-13,model_development,1
solar_Tue_Jun_13_14__6__36_2017_L_0.0448450338551_I_0.265839215686.jpg,2017-06-13T14:06:36,2017-06-13,model_development,1
solar_Tue_Jun_13_14__6__46_2017_L_0.0382572505421_I_0.26948627451.jpg,2017-06-13T14:06:46,2017-06-13,model_development,1
solar_Tue_Jun_13_14__6__6_2017_L_0.0365330682139_I_0.264278431373.jpg,2017-06-13T14:06:06,2017-06-13,model_development,1
solar_Tue_Jun_13_14__7__16_2017_L_0.142038167547_I_0.30577254902.jpg,2017-06-13T14:07:16,2017-06-13,model_development,1
solar_Tue_Jun_13_14__7__26_2017_L_0.097713068775_I_0.281737254902.jpg,2017-06-13T14:07:26,2017-06-13,model_development,1
solar_Tue_Jun_13_14__7__32_2017_L_0.0787731170877_I_0.268878431373.jpg,2017-06-13T14:07:32,2017-06-13,model_development,1
solar_Tue_Jun_13_14__7__37_2017_L_0.0787731170877_I_0.268878431373.jpg,2017-06-13T14:07:37,2017-06-13,model_development,1
solar_Tue_Jun_13_14__7__42_2017_L_0.0864286449223_I_0.266796078431.jpg,2017-06-13T14:07:42,2017-06-13,model_development,1
solar_Tue_Jun_13_14__7__47_2017_L_0.0864286449223_I_0.266796078431.jpg,2017-06-13T14:07:47,2017-06-13,model_development,1
solar_Tue_Jun_13_14__7__52_2017_L_0.0777974387428_I_0.26151372549.jpg,2017-06-13T14:07:52,2017-06-13,model_development,1
solar_Tue_Jun_13_14__7__57_2017_L_0.0777974387428_I_0.26151372549.jpg,2017-06-13T14:07:57,2017-06-13,model_development,1
solar_Tue_Jun_13_14__7__6_2017_L_0.0139737991266_I_0.273901960784.jpg,2017-06-13T14:07:06,2017-06-13,model_development,1
solar_Tue_Jun_13_14__8__12_2017_L_0.0660784797631_I_0.254243137255.jpg,2017-06-13T14:08:12,2017-06-13,model_development,1
solar_Tue_Jun_13_14__8__17_2017_L_0.0660784797631_I_0.254243137255.jpg,2017-06-13T14:08:17,2017-06-13,model_development,1
solar_Tue_Jun_13_14__8__22_2017_L_0.068132654808_I_0.251988235294.jpg,2017-06-13T14:08:22,2017-06-13,model_development,1
solar_Tue_Jun_13_14__8__27_2017_L_0.068132654808_I_0.251988235294.jpg,2017-06-13T14:08:27,2017-06-13,model_development,1
solar_Tue_Jun_13_14__8__2_2017_L_0.0688600315086_I_0.256388235294.jpg,2017-06-13T14:08:02,2017-06-13,model_development,1
solar_Tue_Jun_13_14__8__32_2017_L_0.0565201734747_I_0.250474509804.jpg,2017-06-13T14:08:32,2017-06-13,model_development,1
solar_Tue_Jun_13_14__8__37_2017_L_0.0565201734747_I_0.250474509804.jpg,2017-06-13T14:08:37,2017-06-13,model_development,1
solar_Tue_Jun_13_14__8__42_2017_L_0.0640412682436_I_0.249349019608.jpg,2017-06-13T14:08:42,2017-06-13,model_development,1
solar_Tue_Jun_13_14__8__47_2017_L_0.0640412682436_I_0.249349019608.jpg,2017-06-13T14:08:47,2017-06-13,model_development,1
solar_Tue_Jun_13_14__8__53_2017_L_0.0596112990794_I_0.249196078431.jpg,2017-06-13T14:08:53,2017-06-13,model_development,1
solar_Tue_Jun_13_14__8__58_2017_L_0.0596112990794_I_0.249196078431.jpg,2017-06-13T14:08:58,2017-06-13,model_development,1
solar_Tue_Jun_13_14__8__7_2017_L_0.0688600315086_I_0.256388235294.jpg,2017-06-13T14:08:07,2017-06-13,model_development,1
solar_Tue_Jun_13_14__9__13_2017_L_0.0563398013943_I_0.249188235294.jpg,2017-06-13T14:09:13,2017-06-13,model_development,1
solar_Tue_Jun_13_14__9__18_2017_L_0.0563398013943_I_0.249188235294.jpg,2017-06-13T14:09:18,2017-06-13,model_development,1
solar_Tue_Jun_13_14__9__23_2017_L_0.0455572888479_I_0.246360784314.jpg,2017-06-13T14:09:23,2017-06-13,model_development,1
solar_Tue_Jun_13_14__9__28_2017_L_0.0455572888479_I_0.246360784314.jpg,2017-06-13T14:09:28,2017-06-13,model_development,1
solar_Tue_Jun_13_14__9__33_2017_L_0.056436391091_I_0.249317647059.jpg,2017-06-13T14:09:33,2017-06-13,model_development,1
solar_Tue_Jun_13_14__9__38_2017_L_0.056436391091_I_0.249317647059.jpg,2017-06-13T14:09:38,2017-06-13,model_development,1
solar_Tue_Jun_13_14__9__3_2017_L_0.0965611370839_I_0.249968627451.jpg,2017-06-13T14:09:03,2017-06-13,model_development,1
solar_Tue_Jun_13_14__9__43_2017_L_0.0410473268366_I_0.246678431373.jpg,2017-06-13T14:09:43,2017-06-13,model_development,1
solar_Tue_Jun_13_14__9__48_2017_L_0.0410473268366_I_0.246678431373.jpg,2017-06-13T14:09:48,2017-06-13,model_development,1
solar_Tue_Jun_13_14__9__53_2017_L_0.066174976952_I_0.250968627451.jpg,2017-06-13T14:09:53,2017-06-13,model_development,1
solar_Tue_Jun_13_14__9__58_2017_L_0.066174976952_I_0.250968627451.jpg,2017-06-13T14:09:58,2017-06-13,model_development,1
solar_Tue_Jun_13_14__9__8_2017_L_0.0965611370839_I_0.249968627451.jpg,2017-06-13T14:09:08,2017-06-13,model_development,1
solar_Tue_Jun_13_15__0__11_2017_L_0.122734225285_I_0.223054901961.jpg,2017-06-13T15:00:11,2017-06-13,model_development,1
solar_Tue_Jun_13_15__0__16_2017_L_0.122734225285_I_0.223054901961.jpg,2017-06-13T15:00:16,2017-06-13,model_development,1
solar_Tue_Jun_13_15__0__21_2017_L_0.0849613492621_I_0.223215686275.jpg,2017-06-13T15:00:21,2017-06-13,model_development,1
solar_Tue_Jun_13_15__0__26_2017_L_0.0849613492621_I_0.223215686275.jpg,2017-06-13T15:00:26,2017-06-13,model_development,1
solar_Tue_Jun_13_15__0__41_2017_L_0.0203953561343_I_0.237462745098.jpg,2017-06-13T15:00:41,2017-06-13,model_development,1
solar_Tue_Jun_13_15__0__46_2017_L_0.0203953561343_I_0.237462745098.jpg,2017-06-13T15:00:46,2017-06-13,model_development,1
